"doy_frac","variable","value","temp_depth_m","temp_c"
143,"X0",16.99888889,0,16.99888889
143.0208333,"X0",16.90277778,0,16.90277778
143.0416667,"X0",16.90277778,0,16.90277778
143.0625,"X0",16.90277778,0,16.90277778
143.0833333,"X0",16.80777778,0,16.80777778
143.1041667,"X0",16.80777778,0,16.80777778
143.125,"X0",16.80777778,0,16.80777778
143.1458333,"X0",16.80777778,0,16.80777778
143.1666667,"X0",16.71277778,0,16.71277778
143.1875,"X0",16.71277778,0,16.71277778
143.2083333,"X0",16.71277778,0,16.71277778
143.2291667,"X0",16.61777778,0,16.61777778
143.25,"X0",16.61777778,0,16.61777778
143.2708333,"X0",16.71277778,0,16.71277778
143.2916667,"X0",16.71277778,0,16.71277778
143.3125,"X0",16.80777778,0,16.80777778
143.3333333,"X0",16.71277778,0,16.71277778
143.3541667,"X0",16.90277778,0,16.90277778
143.375,"X0",16.90277778,0,16.90277778
143.3958333,"X0",16.99888889,0,16.99888889
143.4166667,"X0",17.18888889,0,17.18888889
143.4375,"X0",17.57,0,17.57
143.4583333,"X0",18.14,0,18.14
143.4791667,"X0",18.71111111,0,18.71111111
143.5,"X0",19.75777778,0,19.75777778
143.5208333,"X0",19.75777778,0,19.75777778
143.5416667,"X0",20.32888889,0,20.32888889
143.5625,"X0",20.90111111,0,20.90111111
143.5833333,"X0",21.37777778,0,21.37777778
143.6041667,"X0",21.37777778,0,21.37777778
143.625,"X0",21.56888889,0,21.56888889
143.6458333,"X0",21.76,0,21.76
143.6666667,"X0",21.28222222,0,21.28222222
143.6875,"X0",21.28222222,0,21.28222222
143.7083333,"X0",21.09111111,0,21.09111111
143.7291667,"X0",20.90111111,0,20.90111111
143.75,"X0",20.805,0,20.805
143.7708333,"X0",20.51888889,0,20.51888889
143.7916667,"X0",20.42388889,0,20.42388889
143.8125,"X0",20.23388889,0,20.23388889
143.8333333,"X0",20.04277778,0,20.04277778
143.8541667,"X0",19.85277778,0,19.85277778
143.875,"X0",19.75777778,0,19.75777778
143.8958333,"X0",19.56722222,0,19.56722222
143.9166667,"X0",19.47222222,0,19.47222222
143.9375,"X0",19.47222222,0,19.47222222
143.9583333,"X0",19.28222222,0,19.28222222
143.9791667,"X0",19.18722222,0,19.18722222
144,"X0",19.18722222,0,19.18722222
144.0208333,"X0",18.99611111,0,18.99611111
144.0416667,"X0",18.90111111,0,18.90111111
144.0625,"X0",18.90111111,0,18.90111111
144.0833333,"X0",18.80611111,0,18.80611111
144.1041667,"X0",18.71111111,0,18.71111111
144.125,"X0",18.61611111,0,18.61611111
144.1458333,"X0",18.52111111,0,18.52111111
144.1666667,"X0",18.52111111,0,18.52111111
144.1875,"X0",18.42611111,0,18.42611111
144.2083333,"X0",18.33111111,0,18.33111111
144.2291667,"X0",18.23611111,0,18.23611111
144.25,"X0",18.23611111,0,18.23611111
144.2708333,"X0",18.23611111,0,18.23611111
144.2916667,"X0",18.23611111,0,18.23611111
144.3125,"X0",18.14,0,18.14
144.3333333,"X0",18.14,0,18.14
144.3541667,"X0",18.14,0,18.14
144.375,"X0",18.23611111,0,18.23611111
144.3958333,"X0",18.14,0,18.14
144.4166667,"X0",18.71111111,0,18.71111111
144.4375,"X0",20.13777778,0,20.13777778
144.4583333,"X0",20.13777778,0,20.13777778
144.4791667,"X0",20.13777778,0,20.13777778
144.5,"X0",20.42388889,0,20.42388889
144.5208333,"X0",20.99611111,0,20.99611111
144.5416667,"X0",21.37777778,0,21.37777778
144.5625,"X0",21.47277778,0,21.47277778
144.5833333,"X0",21.95111111,0,21.95111111
144.6041667,"X0",21.76,0,21.76
144.625,"X0",22.04611111,0,22.04611111
144.6458333,"X0",21.855,0,21.855
144.6666667,"X0",23.00388889,0,23.00388889
144.6875,"X0",23.00388889,0,23.00388889
144.7083333,"X0",23.00388889,0,23.00388889
144.7291667,"X0",23.38777778,0,23.38777778
144.75,"X0",23.38777778,0,23.38777778
144.7708333,"X0",23.29222222,0,23.29222222
144.7916667,"X0",22.90777778,0,22.90777778
144.8125,"X0",22.62111111,0,22.62111111
144.8333333,"X0",22.23777778,0,22.23777778
144.8541667,"X0",21.95111111,0,21.95111111
144.875,"X0",21.66388889,0,21.66388889
144.8958333,"X0",21.47277778,0,21.47277778
144.9166667,"X0",21.18722222,0,21.18722222
144.9375,"X0",20.99611111,0,20.99611111
144.9583333,"X0",20.805,0,20.805
144.9791667,"X0",20.615,0,20.615
145,"X0",20.42388889,0,20.42388889
145.0208333,"X0",20.32888889,0,20.32888889
145.0416667,"X0",20.13777778,0,20.13777778
145.0625,"X0",20.04277778,0,20.04277778
145.0833333,"X0",19.85277778,0,19.85277778
145.1041667,"X0",19.75777778,0,19.75777778
145.125,"X0",19.75777778,0,19.75777778
145.1458333,"X0",19.66222222,0,19.66222222
145.1666667,"X0",19.56722222,0,19.56722222
145.1875,"X0",19.47222222,0,19.47222222
145.2083333,"X0",19.37722222,0,19.37722222
145.2291667,"X0",19.37722222,0,19.37722222
145.25,"X0",19.37722222,0,19.37722222
145.2708333,"X0",19.28222222,0,19.28222222
145.2916667,"X0",19.28222222,0,19.28222222
145.3125,"X0",19.28222222,0,19.28222222
145.3333333,"X0",19.28222222,0,19.28222222
145.3541667,"X0",19.09222222,0,19.09222222
145.375,"X0",19.18722222,0,19.18722222
145.3958333,"X0",19.18722222,0,19.18722222
145.4166667,"X0",19.37722222,0,19.37722222
145.4375,"X0",19.75777778,0,19.75777778
145.4583333,"X0",19.66222222,0,19.66222222
145.4791667,"X0",19.56722222,0,19.56722222
145.5,"X0",19.94777778,0,19.94777778
145.5208333,"X0",19.75777778,0,19.75777778
145.5416667,"X0",20.42388889,0,20.42388889
145.5625,"X0",21.28222222,0,21.28222222
145.5833333,"X0",21.95111111,0,21.95111111
145.6041667,"X0",21.95111111,0,21.95111111
145.625,"X0",22.23777778,0,22.23777778
145.6458333,"X0",22.90777778,0,22.90777778
145.6666667,"X0",23.58111111,0,23.58111111
145.6875,"X0",23.77277778,0,23.77277778
145.7083333,"X0",23.77277778,0,23.77277778
145.7291667,"X0",23.38777778,0,23.38777778
145.75,"X0",23.38777778,0,23.38777778
145.7708333,"X0",23.1,0,23.1
145.7916667,"X0",22.90777778,0,22.90777778
145.8125,"X0",22.81222222,0,22.81222222
145.8333333,"X0",22.62111111,0,22.62111111
145.8541667,"X0",22.42888889,0,22.42888889
145.875,"X0",22.23777778,0,22.23777778
145.8958333,"X0",22.04611111,0,22.04611111
145.9166667,"X0",21.95111111,0,21.95111111
145.9375,"X0",21.95111111,0,21.95111111
145.9583333,"X0",21.855,0,21.855
145.9791667,"X0",21.76,0,21.76
146,"X0",21.66388889,0,21.66388889
146.0208333,"X0",21.56888889,0,21.56888889
146.0416667,"X0",21.47277778,0,21.47277778
146.0625,"X0",21.37777778,0,21.37777778
146.0833333,"X0",21.28222222,0,21.28222222
146.1041667,"X0",21.28222222,0,21.28222222
146.125,"X0",21.18722222,0,21.18722222
146.1458333,"X0",21.18722222,0,21.18722222
146.1666667,"X0",21.09111111,0,21.09111111
146.1875,"X0",21.09111111,0,21.09111111
146.2083333,"X0",20.99611111,0,20.99611111
146.2291667,"X0",20.90111111,0,20.90111111
146.25,"X0",20.90111111,0,20.90111111
146.2708333,"X0",20.90111111,0,20.90111111
146.2916667,"X0",20.90111111,0,20.90111111
146.3125,"X0",21.09111111,0,21.09111111
146.3333333,"X0",21.47277778,0,21.47277778
146.3541667,"X0",21.09111111,0,21.09111111
146.375,"X0",21.28222222,0,21.28222222
146.3958333,"X0",22.525,0,22.525
146.4166667,"X0",22.42888889,0,22.42888889
146.4375,"X0",22.525,0,22.525
146.4583333,"X0",23.77277778,0,23.77277778
146.4791667,"X0",24.35111111,0,24.35111111
146.5,"X0",26.29222222,0,26.29222222
146.5208333,"X0",25.41611111,0,25.41611111
146.5416667,"X0",25.90222222,0,25.90222222
146.5625,"X0",25.70777778,0,25.70777778
146.5833333,"X0",25.805,0,25.805
146.6041667,"X0",26.68277778,0,26.68277778
146.625,"X0",26.68277778,0,26.68277778
146.6458333,"X0",26.78111111,0,26.78111111
146.6666667,"X0",26.68277778,0,26.68277778
146.6875,"X0",26.68277778,0,26.68277778
146.7083333,"X0",26.585,0,26.585
146.7291667,"X0",25.70777778,0,25.70777778
146.75,"X0",25.41611111,0,25.41611111
146.7708333,"X0",24.44777778,0,24.44777778
146.7916667,"X0",24.255,0,24.255
146.8125,"X0",23.58111111,0,23.58111111
146.8333333,"X0",23.48388889,0,23.48388889
146.8541667,"X0",23.38777778,0,23.38777778
146.875,"X0",23.29222222,0,23.29222222
146.8958333,"X0",23.1,0,23.1
146.9166667,"X0",23.1,0,23.1
146.9375,"X0",23.00388889,0,23.00388889
146.9583333,"X0",22.90777778,0,22.90777778
146.9791667,"X0",22.81222222,0,22.81222222
147,"X0",22.71722222,0,22.71722222
147.0208333,"X0",22.62111111,0,22.62111111
147.0416667,"X0",22.525,0,22.525
147.0625,"X0",22.42888889,0,22.42888889
147.0833333,"X0",22.33277778,0,22.33277778
147.1041667,"X0",22.23777778,0,22.23777778
147.125,"X0",22.23777778,0,22.23777778
147.1458333,"X0",22.14222222,0,22.14222222
147.1666667,"X0",22.04611111,0,22.04611111
147.1875,"X0",22.04611111,0,22.04611111
147.2083333,"X0",21.95111111,0,21.95111111
147.2291667,"X0",21.855,0,21.855
147.25,"X0",21.95111111,0,21.95111111
147.2708333,"X0",21.855,0,21.855
147.2916667,"X0",21.95111111,0,21.95111111
147.3125,"X0",21.95111111,0,21.95111111
147.3333333,"X0",21.95111111,0,21.95111111
147.3541667,"X0",22.23777778,0,22.23777778
147.375,"X0",22.33277778,0,22.33277778
147.3958333,"X0",22.71722222,0,22.71722222
147.4166667,"X0",23.19611111,0,23.19611111
147.4375,"X0",23.58111111,0,23.58111111
147.4583333,"X0",23.96611111,0,23.96611111
147.4791667,"X0",24.06222222,0,24.06222222
147.5,"X0",24.64111111,0,24.64111111
147.5208333,"X0",24.835,0,24.835
147.5416667,"X0",26.29222222,0,26.29222222
147.5625,"X0",25.51277778,0,25.51277778
147.5833333,"X0",25.90222222,0,25.90222222
147.6041667,"X0",26.68277778,0,26.68277778
147.625,"X0",26.09722222,0,26.09722222
147.6458333,"X0",25.90222222,0,25.90222222
147.6666667,"X0",25.61,0,25.61
147.6875,"X0",25.31888889,0,25.31888889
147.7083333,"X0",25.31888889,0,25.31888889
147.7291667,"X0",25.41611111,0,25.41611111
147.75,"X0",25.51277778,0,25.51277778
147.7708333,"X0",25.70777778,0,25.70777778
147.7916667,"X0",25.41611111,0,25.41611111
147.8125,"X0",25.02777778,0,25.02777778
147.8333333,"X0",24.73777778,0,24.73777778
147.8541667,"X0",24.44777778,0,24.44777778
147.875,"X0",24.35111111,0,24.35111111
147.8958333,"X0",24.15777778,0,24.15777778
147.9166667,"X0",24.06222222,0,24.06222222
147.9375,"X0",23.86888889,0,23.86888889
147.9583333,"X0",23.77277778,0,23.77277778
147.9791667,"X0",23.58111111,0,23.58111111
148,"X0",23.48388889,0,23.48388889
148.0208333,"X0",23.38777778,0,23.38777778
148.0416667,"X0",23.29222222,0,23.29222222
148.0625,"X0",23.19611111,0,23.19611111
148.0833333,"X0",23.19611111,0,23.19611111
148.1041667,"X0",23.00388889,0,23.00388889
148.125,"X0",22.90777778,0,22.90777778
148.1458333,"X0",22.81222222,0,22.81222222
148.1666667,"X0",22.81222222,0,22.81222222
148.1875,"X0",22.71722222,0,22.71722222
148.2083333,"X0",22.71722222,0,22.71722222
148.2291667,"X0",22.62111111,0,22.62111111
148.25,"X0",22.62111111,0,22.62111111
148.2708333,"X0",22.62111111,0,22.62111111
148.2916667,"X0",22.62111111,0,22.62111111
148.3125,"X0",22.525,0,22.525
148.3333333,"X0",22.62111111,0,22.62111111
148.3541667,"X0",22.62111111,0,22.62111111
148.375,"X0",22.71722222,0,22.71722222
148.3958333,"X0",23.67722222,0,23.67722222
148.4166667,"X0",23.38777778,0,23.38777778
148.4375,"X0",23.29222222,0,23.29222222
148.4583333,"X0",23.48388889,0,23.48388889
148.4791667,"X0",24.255,0,24.255
148.5,"X0",23.67722222,0,23.67722222
148.5208333,"X0",23.86888889,0,23.86888889
148.5416667,"X0",25.125,0,25.125
148.5625,"X0",25.31888889,0,25.31888889
148.5833333,"X0",25.805,0,25.805
148.6041667,"X0",26.195,0,26.195
148.625,"X0",26.97722222,0,26.97722222
148.6458333,"X0",27.17277778,0,27.17277778
148.6666667,"X0",27.27222222,0,27.27222222
148.6875,"X0",27.37,0,27.37
148.7083333,"X0",27.86222222,0,27.86222222
148.7291667,"X0",27.76388889,0,27.76388889
148.75,"X0",27.46777778,0,27.46777778
148.7708333,"X0",27.075,0,27.075
148.7916667,"X0",26.87888889,0,26.87888889
148.8125,"X0",26.585,0,26.585
148.8333333,"X0",26.29222222,0,26.29222222
148.8541667,"X0",26,0,26
148.875,"X0",25.805,0,25.805
148.8958333,"X0",25.61,0,25.61
148.9166667,"X0",25.51277778,0,25.51277778
148.9375,"X0",25.31888889,0,25.31888889
148.9583333,"X0",25.22222222,0,25.22222222
148.9791667,"X0",25.125,0,25.125
149,"X0",24.93111111,0,24.93111111
149.0208333,"X0",24.93111111,0,24.93111111
149.0416667,"X0",24.835,0,24.835
149.0625,"X0",24.73777778,0,24.73777778
149.0833333,"X0",24.545,0,24.545
149.1041667,"X0",24.44777778,0,24.44777778
149.125,"X0",24.35111111,0,24.35111111
149.1458333,"X0",24.15777778,0,24.15777778
149.1666667,"X0",24.06222222,0,24.06222222
149.1875,"X0",23.96611111,0,23.96611111
149.2083333,"X0",23.86888889,0,23.86888889
149.2291667,"X0",23.86888889,0,23.86888889
149.25,"X0",23.77277778,0,23.77277778
149.2708333,"X0",23.77277778,0,23.77277778
149.2916667,"X0",23.58111111,0,23.58111111
149.3125,"X0",23.58111111,0,23.58111111
149.3333333,"X0",23.48388889,0,23.48388889
149.3541667,"X0",23.48388889,0,23.48388889
149.375,"X0",23.48388889,0,23.48388889
149.3958333,"X0",23.48388889,0,23.48388889
149.4166667,"X0",23.48388889,0,23.48388889
149.4375,"X0",23.58111111,0,23.58111111
149.4583333,"X0",23.67722222,0,23.67722222
149.4791667,"X0",23.96611111,0,23.96611111
149.5,"X0",24.15777778,0,24.15777778
149.5208333,"X0",24.06222222,0,24.06222222
149.5416667,"X0",24.64111111,0,24.64111111
149.5625,"X0",24.73777778,0,24.73777778
149.5833333,"X0",25.02777778,0,25.02777778
149.6041667,"X0",24.64111111,0,24.64111111
149.625,"X0",24.93111111,0,24.93111111
149.6458333,"X0",25.02777778,0,25.02777778
149.6666667,"X0",25.125,0,25.125
149.6875,"X0",25.22222222,0,25.22222222
149.7083333,"X0",24.93111111,0,24.93111111
149.7291667,"X0",25.41611111,0,25.41611111
149.75,"X0",25.22222222,0,25.22222222
149.7708333,"X0",25.125,0,25.125
149.7916667,"X0",25.02777778,0,25.02777778
149.8125,"X0",24.73777778,0,24.73777778
149.8333333,"X0",24.64111111,0,24.64111111
149.8541667,"X0",24.545,0,24.545
149.875,"X0",24.35111111,0,24.35111111
149.8958333,"X0",24.15777778,0,24.15777778
149.9166667,"X0",24.06222222,0,24.06222222
149.9375,"X0",23.96611111,0,23.96611111
149.9583333,"X0",23.77277778,0,23.77277778
149.9791667,"X0",23.58111111,0,23.58111111
150,"X0",23.48388889,0,23.48388889
150.0208333,"X0",23.38777778,0,23.38777778
150.0416667,"X0",23.19611111,0,23.19611111
150.0625,"X0",23.1,0,23.1
150.0833333,"X0",22.90777778,0,22.90777778
150.1041667,"X0",22.81222222,0,22.81222222
150.125,"X0",22.62111111,0,22.62111111
150.1458333,"X0",22.525,0,22.525
150.1666667,"X0",22.42888889,0,22.42888889
150.1875,"X0",22.23777778,0,22.23777778
150.2083333,"X0",22.14222222,0,22.14222222
150.2291667,"X0",22.04611111,0,22.04611111
150.25,"X0",21.95111111,0,21.95111111
150.2708333,"X0",21.855,0,21.855
150.2916667,"X0",22.23777778,0,22.23777778
150.3125,"X0",22.525,0,22.525
150.3333333,"X0",22.90777778,0,22.90777778
150.3541667,"X0",23.38777778,0,23.38777778
150.375,"X0",23.86888889,0,23.86888889
150.3958333,"X0",24.255,0,24.255
150.4166667,"X0",24.73777778,0,24.73777778
150.4375,"X0",23.96611111,0,23.96611111
150.4583333,"X0",25.125,0,25.125
150.4791667,"X0",25.125,0,25.125
150.5,"X0",25.70777778,0,25.70777778
150.5208333,"X0",25.805,0,25.805
150.5416667,"X0",24.255,0,24.255
150.5625,"X0",24.64111111,0,24.64111111
150.5833333,"X0",25.02777778,0,25.02777778
150.6041667,"X0",25.22222222,0,25.22222222
150.625,"X0",25.51277778,0,25.51277778
150.6458333,"X0",25.90222222,0,25.90222222
150.6666667,"X0",26.48777778,0,26.48777778
150.6875,"X0",26.585,0,26.585
150.7083333,"X0",26.48777778,0,26.48777778
150.7291667,"X0",26.39,0,26.39
150.75,"X0",26.09722222,0,26.09722222
150.7708333,"X0",25.805,0,25.805
150.7916667,"X0",25.41611111,0,25.41611111
150.8125,"X0",25.125,0,25.125
150.8333333,"X0",24.73777778,0,24.73777778
150.8541667,"X0",24.545,0,24.545
150.875,"X0",24.44777778,0,24.44777778
150.8958333,"X0",24.15777778,0,24.15777778
150.9166667,"X0",23.96611111,0,23.96611111
150.9375,"X0",23.96611111,0,23.96611111
150.9583333,"X0",23.77277778,0,23.77277778
150.9791667,"X0",23.67722222,0,23.67722222
151,"X0",23.38777778,0,23.38777778
151.0208333,"X0",23.29222222,0,23.29222222
151.0416667,"X0",23.19611111,0,23.19611111
151.0625,"X0",23.00388889,0,23.00388889
151.0833333,"X0",23.00388889,0,23.00388889
151.1041667,"X0",22.81222222,0,22.81222222
151.125,"X0",22.62111111,0,22.62111111
151.1458333,"X0",22.62111111,0,22.62111111
151.1666667,"X0",22.42888889,0,22.42888889
151.1875,"X0",22.33277778,0,22.33277778
151.2083333,"X0",22.23777778,0,22.23777778
151.2291667,"X0",22.04611111,0,22.04611111
151.25,"X0",21.95111111,0,21.95111111
151.2708333,"X0",21.855,0,21.855
151.2916667,"X0",22.14222222,0,22.14222222
151.3125,"X0",22.42888889,0,22.42888889
151.3333333,"X0",22.33277778,0,22.33277778
151.3541667,"X0",23.00388889,0,23.00388889
151.375,"X0",23.1,0,23.1
151.3958333,"X0",23.77277778,0,23.77277778
151.4166667,"X0",24.15777778,0,24.15777778
151.4375,"X0",25.31888889,0,25.31888889
151.4583333,"X0",25.51277778,0,25.51277778
151.4791667,"X0",25.70777778,0,25.70777778
151.5,"X0",26.48777778,0,26.48777778
151.5208333,"X0",26.195,0,26.195
151.5416667,"X0",26.29222222,0,26.29222222
151.5625,"X0",26,0,26
151.5833333,"X0",26.29222222,0,26.29222222
151.6041667,"X0",26.68277778,0,26.68277778
151.625,"X0",27.27222222,0,27.27222222
151.6458333,"X0",26.68277778,0,26.68277778
151.6666667,"X0",26.78111111,0,26.78111111
151.6875,"X0",26.68277778,0,26.68277778
151.7083333,"X0",27.46777778,0,27.46777778
151.7291667,"X0",27.46777778,0,27.46777778
151.75,"X0",27.075,0,27.075
151.7708333,"X0",26.78111111,0,26.78111111
151.7916667,"X0",26.39,0,26.39
151.8125,"X0",26.195,0,26.195
151.8333333,"X0",25.90222222,0,25.90222222
151.8541667,"X0",25.61,0,25.61
151.875,"X0",25.41611111,0,25.41611111
151.8958333,"X0",25.125,0,25.125
151.9166667,"X0",24.93111111,0,24.93111111
151.9375,"X0",24.73777778,0,24.73777778
151.9583333,"X0",24.545,0,24.545
151.9791667,"X0",24.35111111,0,24.35111111
152,"X0",24.15777778,0,24.15777778
152.0208333,"X0",24.15777778,0,24.15777778
152.0416667,"X0",23.86888889,0,23.86888889
152.0625,"X0",23.77277778,0,23.77277778
152.0833333,"X0",23.77277778,0,23.77277778
152.1041667,"X0",23.58111111,0,23.58111111
152.125,"X0",23.38777778,0,23.38777778
152.1458333,"X0",23.38777778,0,23.38777778
152.1666667,"X0",23.19611111,0,23.19611111
152.1875,"X0",23.1,0,23.1
152.2083333,"X0",23.00388889,0,23.00388889
152.2291667,"X0",22.81222222,0,22.81222222
152.25,"X0",22.81222222,0,22.81222222
152.2708333,"X0",22.81222222,0,22.81222222
152.2916667,"X0",22.62111111,0,22.62111111
152.3125,"X0",22.62111111,0,22.62111111
152.3333333,"X0",22.71722222,0,22.71722222
152.3541667,"X0",22.81222222,0,22.81222222
152.375,"X0",23.00388889,0,23.00388889
152.3958333,"X0",23.19611111,0,23.19611111
152.4166667,"X0",22.90777778,0,22.90777778
152.4375,"X0",23.58111111,0,23.58111111
152.4583333,"X0",23.96611111,0,23.96611111
152.4791667,"X0",23.96611111,0,23.96611111
152.5,"X0",23.38777778,0,23.38777778
152.5208333,"X0",23.58111111,0,23.58111111
152.5416667,"X0",24.255,0,24.255
152.5625,"X0",24.06222222,0,24.06222222
152.5833333,"X0",24.64111111,0,24.64111111
152.6041667,"X0",24.44777778,0,24.44777778
152.625,"X0",24.44777778,0,24.44777778
152.6458333,"X0",24.64111111,0,24.64111111
152.6666667,"X0",24.64111111,0,24.64111111
152.6875,"X0",24.44777778,0,24.44777778
152.7083333,"X0",24.35111111,0,24.35111111
152.7291667,"X0",24.44777778,0,24.44777778
152.75,"X0",24.44777778,0,24.44777778
152.7708333,"X0",24.15777778,0,24.15777778
